candidate_id,years_experience,education_level,skills,experience_description,position_applied,suitable
CAND_0754,0,phd,"digital marketing, leadership, facebook ads, analytics, social media, google ads","Experienced digital marketer with 0 years working with digital marketing, leadership, facebook ads",digital_marketer,1
CAND_0755,1,associate,"tableau, statistics, adaptability, teamwork, sql, excel","Experienced data analyst with 1 years working with tableau, statistics, adaptability",data_analyst,1
CAND_0756,1,associate,"automation testing, testing, ci/cd, problem solving, quality assurance","Experienced qa engineer with 1 years working with automation testing, testing, ci/cd",qa_engineer,1
CAND_0757,0,bachelor,"communication, security, linux, networking, powershell, windows","Experienced system administrator with 0 years working with communication, security, linux",system_administrator,1
CAND_0758,6,associate,"leadership, time management, google play, flutter","Experienced mobile developer with 6 years working with leadership, time management, google play",mobile_developer,0
CAND_0759,0,high_school,"communication, app store, swift, flutter","Experienced mobile developer with 0 years working with communication, app store, swift",mobile_developer,0
CAND_0760,5,phd,"communication, critical thinking, project management, adaptability","Experienced project manager with 5 years working with communication, critical thinking, project management",project_manager,1
CAND_0761,11,phd,"docker, linux, terraform, problem solving, aws, time management, ansible","Experienced devops engineer with 11 years working with docker, linux, terraform",devops_engineer,1
CAND_0762,2,associate,"leadership, confluence, pmp, project management, time management, agile","Experienced project manager with 2 years working with leadership, confluence, pmp",project_manager,1
CAND_0763,5,master,"business intelligence, powerbi, creativity, requirements analysis, agile","Experienced business analyst with 5 years working with business intelligence, powerbi, creativity",business_analyst,0
CAND_0764,5,bachelor,"r, sql, problem solving, adaptability","Experienced analyst with 5 years working with r, sql, problem solving",analyst,0
CAND_0765,8,master,"communication, adaptability, technical skills, a/b testing, product management, analytics, agile","Experienced product manager with 8 years working with communication, adaptability, technical skills",product_manager,1
CAND_0766,6,master,"bash, networking, powershell, adaptability","Experienced system administrator with 6 years working with bash, networking, powershell",system_administrator,0
CAND_0767,1,associate,"analytics, critical thinking, sem","Experienced digital marketer with 1 years working with analytics, critical thinking, sem",digital_marketer,0
CAND_0768,4,bachelor,"tableau, time management, business intelligence","Experienced business analyst with 4 years working with tableau, time management, business intelligence",business_analyst,0
CAND_0769,4,bachelor,"teamwork, user research, technical skills, agile","Experienced product manager with 4 years working with teamwork, user research, technical skills",product_manager,0
CAND_0770,8,high_school,"vmware, active directory, critical thinking, networking, time management","Experienced system administrator with 8 years working with vmware, active directory, critical thinking",system_administrator,0
CAND_0771,9,associate,"communication, technical skills, sql, user research, roadmap planning","Experienced product manager with 9 years working with communication, technical skills, sql",product_manager,0
CAND_0772,9,bachelor,"color theory, branding, indesign, critical thinking, creativity, web design","Experienced graphic designer with 9 years working with color theory, branding, indesign",graphic_designer,0
CAND_0773,0,bachelor,"communication, linux, networking, windows, monitoring","Experienced system administrator with 0 years working with communication, linux, networking",system_administrator,1
CAND_0774,3,bachelor,"docker, linux, kubernetes, leadership, azure, problem solving, aws, monitoring","Experienced devops engineer with 3 years working with docker, linux, kubernetes",devops_engineer,1
CAND_0775,2,bachelor,"communication, ci/cd, programming, teamwork, time management, agile","Experienced software developer with 2 years working with communication, ci/cd, programming",software_developer,1
CAND_0776,0,associate,"statistics, python, critical thinking, leadership, excel, sql, time management, data analysis, powerbi","Experienced analyst with 0 years working with statistics, python, critical thinking",analyst,1
CAND_0777,7,associate,"teamwork, critical thinking, manual testing, performance testing","Experienced qa engineer with 7 years working with teamwork, critical thinking, manual testing",qa_engineer,0
CAND_0778,0,high_school,"communication, prototyping, problem solving, leadership, design, figma, adobe creative suite, css","Experienced designer with 0 years working with communication, prototyping, problem solving",designer,1
CAND_0779,4,master,"analytics, google ads, leadership","Experienced digital marketer with 4 years working with analytics, google ads, leadership",digital_marketer,0
CAND_0780,2,associate,"statistics, python, problem solving, leadership, sql, numpy, scipy","Experienced data scientist with 2 years working with statistics, python, problem solving",data_scientist,1
CAND_0781,1,phd,"docker, nodejs, teamwork, java, creativity","Experienced backend developer with 1 years working with docker, nodejs, teamwork",backend_developer,0
CAND_0782,6,master,"java, communication, mobile, react native","Experienced mobile developer with 6 years working with java, communication, mobile",mobile_developer,1
CAND_0783,0,master,"angular, adaptability, vue, critical thinking, leadership, react, javascript, html, css","Experienced frontend developer with 0 years working with angular, adaptability, vue",frontend_developer,1
CAND_0784,6,master,"communication, adaptability, python, sql, time management","Experienced data scientist with 6 years working with communication, adaptability, python",data_scientist,1
CAND_0785,6,high_school,"communication, prototyping, figma, sketch, html","Experienced ui ux designer with 6 years working with communication, prototyping, figma",ui_ux_designer,0
CAND_0786,7,high_school,"communication, critical thinking, wireframing, creativity, sql, product management, roadmap planning, user research, agile","Experienced product manager with 7 years working with communication, critical thinking, wireframing",product_manager,1
CAND_0787,1,phd,"vmware, security, bash, teamwork, networking, time management","Experienced system administrator with 1 years working with vmware, security, bash",system_administrator,0
CAND_0788,1,master,"adaptability, teamwork, critical thinking, content strategy, analytics, wordpress","Experienced content creator with 1 years working with adaptability, teamwork, critical thinking",content_creator,0
CAND_0789,4,associate,"testing, programming, leadership, creativity, agile","Experienced software developer with 4 years working with testing, programming, leadership",software_developer,1
CAND_0790,5,high_school,"communication, teamwork, graphic design, problem solving, content strategy, analytics","Experienced content creator with 5 years working with communication, teamwork, graphic design",content_creator,0
CAND_0791,0,phd,"design, communication, css","Experienced designer with 0 years working with design, communication, css",designer,1
CAND_0792,11,phd,"teamwork, python, agile","Experienced software developer with 11 years working with teamwork, python, agile",software_developer,0
CAND_0793,3,bachelor,"hyper-v, adaptability, active directory, linux, teamwork, windows, time management","Experienced system administrator with 3 years working with hyper-v, adaptability, active directory",system_administrator,1
CAND_0794,6,phd,"teamwork, design, figma, ui/ux","Experienced designer with 6 years working with teamwork, design, figma",designer,1
CAND_0795,7,phd,"digital marketing, communication, email marketing, content marketing, critical thinking, facebook ads, sem, analytics","Experienced digital marketer with 7 years working with digital marketing, communication, email marketing",digital_marketer,1
CAND_0796,11,master,"programming, teamwork, python, c++, time management","Experienced software developer with 11 years working with programming, teamwork, python",software_developer,1
CAND_0797,5,associate,"pandas, tensorflow, creativity, deep learning, time management, scipy","Experienced data scientist with 5 years working with pandas, tensorflow, creativity",data_scientist,0
CAND_0798,7,associate,"critical thinking, figma, time management, ui/ux","Experienced designer with 7 years working with critical thinking, figma, time management",designer,0
CAND_0799,0,phd,"conversion optimization, communication, critical thinking, leadership","Experienced digital marketer with 0 years working with conversion optimization, communication, critical thinking",digital_marketer,0
CAND_0800,0,master,"communication, teamwork, critical thinking, excel, data analysis","Experienced analyst with 0 years working with communication, teamwork, critical thinking",analyst,1
CAND_0801,1,associate,"docker, problem solving, react, aws, time management","Experienced fullstack developer with 1 years working with docker, problem solving, react",fullstack_developer,0
CAND_0802,10,associate,"automation testing, testing, manual testing, ci/cd, critical thinking, leadership, quality assurance, selenium","Experienced qa engineer with 10 years working with automation testing, testing, manual testing",qa_engineer,1
CAND_0803,0,phd,"communication, statistics, teamwork, python, excel, data analysis, powerbi","Experienced analyst with 0 years working with communication, statistics, teamwork",analyst,1
CAND_0804,8,high_school,"business intelligence, r, teamwork, python, requirements analysis, time management, powerbi","Experienced business analyst with 8 years working with business intelligence, r, teamwork",business_analyst,0
CAND_0805,6,high_school,"grafana, adaptability, leadership, creativity, gitlab ci","Experienced devops engineer with 6 years working with grafana, adaptability, leadership",devops_engineer,0
CAND_0806,5,bachelor,"critical thinking, problem solving, programming","Experienced software developer with 5 years working with critical thinking, problem solving, programming",software_developer,1
CAND_0807,7,bachelor,"time management, reporting, statistics","Experienced analyst with 7 years working with time management, reporting, statistics",analyst,0
CAND_0808,2,phd,"java, python, sql, communication","Experienced developer with 2 years working with java, python, sql",developer,0
CAND_0809,3,master,"bash, teamwork, creativity, security","Experienced system administrator with 3 years working with bash, teamwork, creativity",system_administrator,0
CAND_0810,3,bachelor,"adobe creative suite, time management, ui/ux","Experienced designer with 3 years working with adobe creative suite, time management, ui/ux",designer,0
CAND_0811,3,high_school,"push notifications, problem solving, mobile, firebase, time management, flutter","Experienced mobile developer with 3 years working with push notifications, problem solving, mobile",mobile_developer,1
CAND_0812,9,associate,"mongodb, docker, leadership, postgresql, aws","Experienced fullstack developer with 9 years working with mongodb, docker, leadership",fullstack_developer,0
CAND_0813,3,associate,"creativity, communication, project management, agile","Experienced project manager with 3 years working with creativity, communication, project management",project_manager,1
CAND_0814,1,master,"adaptability, ansible, terraform, gitlab ci","Experienced devops engineer with 1 years working with adaptability, ansible, terraform",devops_engineer,0
CAND_0815,3,high_school,"nodejs, teamwork, critical thinking, javascript, sql, html, css","Experienced fullstack developer with 3 years working with nodejs, teamwork, critical thinking",fullstack_developer,1
CAND_0816,7,phd,"tableau, adaptability, r, python, problem solving, requirements analysis, time management","Experienced business analyst with 7 years working with tableau, adaptability, r",business_analyst,0
CAND_0817,10,phd,"requirements analysis, time management, powerbi","Experienced business analyst with 10 years working with requirements analysis, time management, powerbi",business_analyst,0
CAND_0818,8,phd,"jenkins, docker, communication, linux, terraform, aws, monitoring, ansible","Experienced devops engineer with 8 years working with jenkins, docker, communication",devops_engineer,1
CAND_0819,11,bachelor,"docker, communication, adaptability, linux, kubernetes, problem solving, ansible","Experienced devops engineer with 11 years working with docker, communication, adaptability",devops_engineer,1
CAND_0820,9,associate,"communication, critical thinking, leadership, project management, agile","Experienced project manager with 9 years working with communication, critical thinking, leadership",project_manager,1
CAND_0821,6,high_school,"mongodb, adaptability, javascript, postgresql, sql, html, css","Experienced fullstack developer with 6 years working with mongodb, adaptability, javascript",fullstack_developer,1
CAND_0822,5,master,"video editing, teamwork","Experienced content creator with 5 years working with video editing, teamwork",content_creator,0
CAND_0823,1,associate,"statistics, adaptability, teamwork, python, problem solving, sql, numpy","Experienced data scientist with 1 years working with statistics, adaptability, teamwork",data_scientist,1
CAND_0824,9,high_school,"docker, go, java, api, sql, creativity, php","Experienced backend developer with 9 years working with docker, go, java",backend_developer,1
CAND_0825,7,associate,"ui/ux, critical thinking, wireframing, design, figma, adobe creative suite, creativity","Experienced ui ux designer with 7 years working with ui/ux, critical thinking, wireframing",ui_ux_designer,1
CAND_0826,2,high_school,"risk management, critical thinking, problem solving, creativity, pmp, project management","Experienced project manager with 2 years working with risk management, critical thinking, problem solving",project_manager,1
CAND_0827,0,bachelor,"design, adobe creative suite, creativity, css, html","Experienced designer with 0 years working with design, adobe creative suite, creativity",designer,1
CAND_0828,8,phd,"java, adaptability, python, programming","Experienced developer with 8 years working with java, adaptability, python",developer,1
CAND_0829,6,phd,"communication, adaptability, a/b testing, creativity, product management, analytics, user research","Experienced product manager with 6 years working with communication, adaptability, a/b testing",product_manager,1
CAND_0830,1,high_school,"communication, critical thinking, adaptability","Experienced graphic designer with 1 years working with communication, critical thinking, adaptability",graphic_designer,0
CAND_0831,5,associate,"angular, teamwork, responsive design, javascript, html, css","Experienced frontend developer with 5 years working with angular, teamwork, responsive design",frontend_developer,1
CAND_0832,5,bachelor,"communication, problem solving, wireframing, product management, analytics, user research, agile","Experienced product manager with 5 years working with communication, problem solving, wireframing",product_manager,1
CAND_0833,8,master,"statistics, python, leadership, creativity, time management, powerbi","Experienced analyst with 8 years working with statistics, python, leadership",analyst,0
CAND_0834,4,phd,"testing, communication, python, problem solving, git, sql, time management","Experienced developer with 4 years working with testing, communication, python",developer,0
CAND_0835,2,phd,"mongodb, communication","Experienced fullstack developer with 2 years working with mongodb, communication",fullstack_developer,0
CAND_0836,11,master,"teamwork, creativity, programming","Experienced software developer with 11 years working with teamwork, creativity, programming",software_developer,1
CAND_0837,1,master,"pandas, critical thinking, problem solving, creativity, data visualization, sql, excel","Experienced data analyst with 1 years working with pandas, critical thinking, problem solving",data_analyst,1
CAND_0838,4,bachelor,"teamwork, leadership, time management, css","Experienced ui ux designer with 4 years working with teamwork, leadership, time management",ui_ux_designer,0
CAND_0839,2,associate,"angular, teamwork, problem solving, typescript, php","Experienced web developer with 2 years working with angular, teamwork, problem solving",web_developer,0
CAND_0840,1,associate,"adaptability, responsive design, problem solving, vue, leadership, figma, webpack","Experienced frontend developer with 1 years working with adaptability, responsive design, problem solving",frontend_developer,0
CAND_0841,10,associate,"communication, problem solving, adaptability","Experienced devops engineer with 10 years working with communication, problem solving, adaptability",devops_engineer,0
CAND_0842,0,master,"figma, communication, ui/ux","Experienced designer with 0 years working with figma, communication, ui/ux",designer,0
CAND_0843,2,master,"sass, typescript, problem solving","Experienced frontend developer with 2 years working with sass, typescript, problem solving",frontend_developer,0
CAND_0844,0,master,"adaptability, teamwork, leadership, javascript, html, css","Experienced web developer with 0 years working with adaptability, teamwork, leadership",web_developer,1
CAND_0845,7,master,"adaptability, critical thinking, problem solving, agile","Experienced business analyst with 7 years working with adaptability, critical thinking, problem solving",business_analyst,0
CAND_0846,3,associate,"problem solving, leadership, javascript, sql, html, time management, css","Experienced fullstack developer with 3 years working with problem solving, leadership, javascript",fullstack_developer,1
CAND_0847,7,bachelor,"communication, networking, vmware, monitoring","Experienced system administrator with 7 years working with communication, networking, vmware",system_administrator,0
CAND_0848,2,high_school,"vmware, communication, linux, critical thinking, problem solving, windows, monitoring","Experienced system administrator with 2 years working with vmware, communication, linux",system_administrator,1
CAND_0849,3,bachelor,"security, linux, critical thinking, leadership, networking, powershell, windows","Experienced system administrator with 3 years working with security, linux, critical thinking",system_administrator,1
CAND_0850,0,master,"digital marketing, adaptability, email marketing, critical thinking, leadership, sem","Experienced digital marketer with 0 years working with digital marketing, adaptability, email marketing",digital_marketer,1
CAND_0851,6,associate,"python, problem solving, azure, api, sql, creativity","Experienced backend developer with 6 years working with python, problem solving, azure",backend_developer,1
CAND_0852,5,associate,"adaptability, creativity, excel, time management, data analysis, powerbi","Experienced analyst with 5 years working with adaptability, creativity, excel",analyst,1
CAND_0853,1,phd,"docker, linux, problem solving, leadership, azure, creativity, monitoring, gitlab ci","Experienced devops engineer with 1 years working with docker, linux, problem solving",devops_engineer,1
CAND_0854,1,high_school,"docker, adaptability, react, javascript, sql, microservices, html, time management, css","Experienced fullstack developer with 1 years working with docker, adaptability, react",fullstack_developer,1
CAND_0855,5,bachelor,"javascript, critical thinking, python, sql","Experienced developer with 5 years working with javascript, critical thinking, python",developer,0
CAND_0856,10,phd,"pandas, machine learning, teamwork, python, sql, numpy","Experienced data scientist with 10 years working with pandas, machine learning, teamwork",data_scientist,1
CAND_0857,8,bachelor,"mongodb, docker, critical thinking, react, javascript, postgresql, creativity, sql, html, css","Experienced fullstack developer with 8 years working with mongodb, docker, critical thinking",fullstack_developer,1
CAND_0858,6,phd,"photoshop, design, print design, adobe creative suite, creativity, web design","Experienced graphic designer with 6 years working with photoshop, design, print design",graphic_designer,1
CAND_0859,5,phd,"pandas, tensorflow, leadership, hadoop, numpy","Experienced data scientist with 5 years working with pandas, tensorflow, leadership",data_scientist,0
CAND_0860,0,phd,"docker, kubernetes, java, api, sql, creativity","Experienced backend developer with 0 years working with docker, kubernetes, java",backend_developer,1
CAND_0861,7,associate,"statistics, critical thinking, problem solving, reporting, time management","Experienced analyst with 7 years working with statistics, critical thinking, problem solving",analyst,0
CAND_0862,8,bachelor,"docker, teamwork, python, problem solving, leadership, java, api, sql, c#","Experienced backend developer with 8 years working with docker, teamwork, python",backend_developer,1
CAND_0863,1,phd,"angular, teamwork, react, javascript, creativity, css, html, webpack, php","Experienced web developer with 1 years working with angular, teamwork, react",web_developer,1
CAND_0864,0,phd,"tableau, business intelligence, adaptability, sql, excel, requirements analysis, agile","Experienced business analyst with 0 years working with tableau, business intelligence, adaptability",business_analyst,1
CAND_0865,1,high_school,"adaptability, programming, leadership, javascript, git, sql","Experienced developer with 1 years working with adaptability, programming, leadership",developer,1
CAND_0866,10,bachelor,"docker, python, react, javascript, sql, microservices, html, time management, css","Experienced fullstack developer with 10 years working with docker, python, react",fullstack_developer,1
CAND_0867,0,associate,"communication, prototyping, adaptability, leadership, design, figma, html","Experienced designer with 0 years working with communication, prototyping, adaptability",designer,1
CAND_0868,1,high_school,"pandas, machine learning, teamwork, sql, excel, time management","Experienced data analyst with 1 years working with pandas, machine learning, teamwork",data_analyst,1
CAND_0869,1,high_school,"communication, leadership, time management, typescript, webpack","Experienced frontend developer with 1 years working with communication, leadership, time management",frontend_developer,0
CAND_0870,1,high_school,"communication, copywriting, wordpress, teamwork, content writing, content strategy, creativity, video editing, time management, social media","Experienced content creator with 1 years working with communication, copywriting, wordpress",content_creator,1
CAND_0871,1,bachelor,"leadership, critical thinking, ci/cd, performance testing","Experienced qa engineer with 1 years working with leadership, critical thinking, ci/cd",qa_engineer,0
CAND_0872,10,associate,"teamwork, grafana, gitlab ci","Experienced devops engineer with 10 years working with teamwork, grafana, gitlab ci",devops_engineer,0
CAND_0873,8,associate,"ui/ux, critical thinking, problem solving, design, adobe creative suite","Experienced designer with 8 years working with ui/ux, critical thinking, problem solving",designer,1
CAND_0874,0,associate,"time management, leadership, adaptability","Experienced data scientist with 0 years working with time management, leadership, adaptability",data_scientist,0
CAND_0875,3,bachelor,"automation testing, testing, ci/cd, critical thinking, creativity, api testing, quality assurance, selenium","Experienced qa engineer with 3 years working with automation testing, testing, ci/cd",qa_engineer,1
CAND_0876,9,phd,"testing, security testing, ci/cd, adaptability, quality assurance","Experienced qa engineer with 9 years working with testing, security testing, ci/cd",qa_engineer,1
CAND_0877,0,associate,"design, figma, adobe creative suite, creativity, html","Experienced designer with 0 years working with design, figma, adobe creative suite",designer,1
CAND_0878,2,master,"communication, risk management, jira, critical thinking, pmp, project management, agile","Experienced project manager with 2 years working with communication, risk management, jira",project_manager,1
CAND_0879,0,bachelor,"automation testing, teamwork, bug tracking, leadership, api testing, selenium","Experienced qa engineer with 0 years working with automation testing, teamwork, bug tracking",qa_engineer,0
CAND_0880,6,master,"automation testing, testing, communication, ci/cd, adaptability, bug tracking, api testing, quality assurance","Experienced qa engineer with 6 years working with automation testing, testing, communication",qa_engineer,1
CAND_0881,9,phd,"tableau, machine learning, adaptability, python, creativity","Experienced data analyst with 9 years working with tableau, machine learning, adaptability",data_analyst,0
CAND_0882,0,master,"vmware, communication, bash, linux, networking, windows, monitoring","Experienced system administrator with 0 years working with vmware, communication, bash",system_administrator,1
CAND_0883,5,bachelor,"communication, ui/ux, teamwork, leadership, javascript, html, webpack, css","Experienced frontend developer with 5 years working with communication, ui/ux, teamwork",frontend_developer,1
CAND_0884,0,phd,"selenium, teamwork, manual testing, adaptability","Experienced qa engineer with 0 years working with selenium, teamwork, manual testing",qa_engineer,0
CAND_0885,7,bachelor,"communication, teamwork, graphic design, content writing, seo","Experienced content creator with 7 years working with communication, teamwork, graphic design",content_creator,1
CAND_0886,6,associate,"teamwork, git, creativity","Experienced developer with 6 years working with teamwork, git, creativity",developer,0
CAND_0887,1,phd,"email marketing, content marketing, communication, sem","Experienced digital marketer with 1 years working with email marketing, content marketing, communication",digital_marketer,0
CAND_0888,8,master,"teamwork, figma, communication, creativity","Experienced designer with 8 years working with teamwork, figma, communication",designer,0
CAND_0889,9,master,"selenium, automation testing, teamwork, performance testing","Experienced qa engineer with 9 years working with selenium, automation testing, teamwork",qa_engineer,0
CAND_0890,1,high_school,"java, adaptability","Experienced software developer with 1 years working with java, adaptability",software_developer,0
CAND_0891,5,high_school,"kotlin, push notifications, teamwork, app store, problem solving, mobile, java","Experienced mobile developer with 5 years working with kotlin, push notifications, teamwork",mobile_developer,1
CAND_0892,10,phd,"linux, docker, creativity","Experienced devops engineer with 10 years working with linux, docker, creativity",devops_engineer,1
CAND_0893,4,associate,"color theory, adaptability, branding, design, adobe creative suite, typography, time management","Experienced graphic designer with 4 years working with color theory, adaptability, branding",graphic_designer,1
CAND_0894,5,high_school,"prototyping, problem solving, design, adobe creative suite, time management, html","Experienced designer with 5 years working with prototyping, problem solving, design",designer,1
CAND_0895,7,high_school,"communication, adaptability, jira, problem solving, leadership, confluence, agile","Experienced project manager with 7 years working with communication, adaptability, jira",project_manager,0
CAND_0896,1,master,"communication, critical thinking, leadership, design, adobe creative suite","Experienced graphic designer with 1 years working with communication, critical thinking, leadership",graphic_designer,1
CAND_0897,7,associate,"digital marketing, adaptability, email marketing, problem solving, creativity, social media","Experienced digital marketer with 7 years working with digital marketing, adaptability, email marketing",digital_marketer,1
CAND_0898,10,high_school,"critical thinking, javascript, creativity, html, time management, typescript, css","Experienced web developer with 10 years working with critical thinking, javascript, creativity",web_developer,1
CAND_0899,8,phd,"tableau, statistics, python, problem solving, sql","Experienced analyst with 8 years working with tableau, statistics, python",analyst,0
CAND_0900,9,high_school,"teamwork, python, java, api, sql, aws","Experienced backend developer with 9 years working with teamwork, python, java",backend_developer,1
CAND_0901,4,high_school,"time management, python, sql, programming","Experienced developer with 4 years working with time management, python, sql",developer,1
CAND_0902,2,phd,"communication, docker, linux, critical thinking, kubernetes, time management","Experienced devops engineer with 2 years working with communication, docker, linux",devops_engineer,1
CAND_0903,5,phd,"problem solving, leadership, design, adobe creative suite, time management","Experienced graphic designer with 5 years working with problem solving, leadership, design",graphic_designer,1
CAND_0904,6,phd,"python, api, sql, microservices, aws, time management","Experienced backend developer with 6 years working with python, api, sql",backend_developer,1
CAND_0905,6,associate,"communication, prototyping, teamwork, critical thinking, figma, sketch","Experienced ui ux designer with 6 years working with communication, prototyping, teamwork",ui_ux_designer,0
CAND_0906,0,master,"testing, quality assurance, ci/cd, problem solving, performance testing","Experienced qa engineer with 0 years working with testing, quality assurance, ci/cd",qa_engineer,1
CAND_0907,1,bachelor,"communication, leadership, content writing, content strategy, video editing, wordpress","Experienced content creator with 1 years working with communication, leadership, content writing",content_creator,1
CAND_0908,8,master,"r, python, leadership, excel, time management, data analysis","Experienced analyst with 8 years working with r, python, leadership",analyst,1
CAND_0909,5,high_school,"time management, css","Experienced ui ux designer with 5 years working with time management, css",ui_ux_designer,0
CAND_0910,1,associate,"adaptability, r, problem solving, sql, excel, data analysis","Experienced analyst with 1 years working with adaptability, r, problem solving",analyst,1
CAND_0911,10,associate,"communication, nodejs, adaptability, python, critical thinking, postgresql, devops","Experienced fullstack developer with 10 years working with communication, nodejs, adaptability",fullstack_developer,0
CAND_0912,5,phd,"communication, copywriting, graphic design, creativity, seo, wordpress","Experienced content creator with 5 years working with communication, copywriting, graphic design",content_creator,0
CAND_0913,10,phd,"sass, leadership","Experienced frontend developer with 10 years working with sass, leadership",frontend_developer,0
CAND_0914,6,master,"nodejs, sass, problem solving, javascript, postgresql, css, html, php","Experienced web developer with 6 years working with nodejs, sass, problem solving",web_developer,1
CAND_0915,0,high_school,"requirements analysis, sql, excel, leadership","Experienced business analyst with 0 years working with requirements analysis, sql, excel",business_analyst,1
CAND_0916,7,bachelor,"teamwork, critical thinking, machine learning, data visualization","Experienced data analyst with 7 years working with teamwork, critical thinking, machine learning",data_analyst,0
CAND_0917,4,master,"adaptability, python, excel, time management, data analysis","Experienced analyst with 4 years working with adaptability, python, excel",analyst,1
CAND_0918,6,bachelor,"jira, communication, leadership","Experienced project manager with 6 years working with jira, communication, leadership",project_manager,0
CAND_0919,6,bachelor,"digital marketing, teamwork, conversion optimization, sem, seo, time management, social media, google ads","Experienced digital marketer with 6 years working with digital marketing, teamwork, conversion optimization",digital_marketer,1
CAND_0920,1,master,"testing, manual testing, critical thinking, problem solving, bug tracking, leadership, quality assurance, selenium","Experienced qa engineer with 1 years working with testing, manual testing, critical thinking",qa_engineer,1
CAND_0921,1,associate,"programming, python, leadership, java, c++","Experienced software developer with 1 years working with programming, python, leadership",software_developer,1
CAND_0922,8,phd,"docker, communication, python, critical thinking, java, api, sql, c#","Experienced backend developer with 8 years working with docker, communication, python",backend_developer,1
CAND_0923,3,associate,"problem solving, content strategy, creativity, time management, wordpress","Experienced content creator with 3 years working with problem solving, content strategy, creativity",content_creator,0
CAND_0924,2,master,"teamwork, indesign, problem solving, design, adobe creative suite, time management, illustrator","Experienced graphic designer with 2 years working with teamwork, indesign, problem solving",graphic_designer,1
CAND_0925,1,associate,"r, python, critical thinking, creativity, sql, excel, time management","Experienced business analyst with 1 years working with r, python, critical thinking",business_analyst,1
CAND_0926,4,master,"communication, teamwork, aws, react, javascript, sql, html, css","Experienced fullstack developer with 4 years working with communication, teamwork, aws",fullstack_developer,1
CAND_0927,0,bachelor,"docker, programming, problem solving, javascript, agile","Experienced software developer with 0 years working with docker, programming, problem solving",software_developer,1
CAND_0928,8,master,"time management, adaptability","Experienced devops engineer with 8 years working with time management, adaptability",devops_engineer,0
CAND_0929,7,phd,"adaptability, react","Experienced frontend developer with 7 years working with adaptability, react",frontend_developer,0
CAND_0930,9,master,leadership,Experienced content creator with 9 years working with leadership,content_creator,0
CAND_0931,9,bachelor,"mongodb, aws, communication","Experienced fullstack developer with 9 years working with mongodb, aws, communication",fullstack_developer,0
CAND_0932,2,high_school,"communication, critical thinking, problem solving","Experienced mobile developer with 2 years working with communication, critical thinking, problem solving",mobile_developer,0
CAND_0933,0,bachelor,"jenkins, azure, aws, time management, terraform","Experienced devops engineer with 0 years working with jenkins, azure, aws",devops_engineer,0
CAND_0934,3,bachelor,"mongodb, docker, nodejs, adaptability, critical thinking, problem solving, react, javascript, sql, html, css","Experienced fullstack developer with 3 years working with mongodb, docker, nodejs",fullstack_developer,1
CAND_0935,9,master,"tableau, statistics, critical thinking, problem solving, excel, sql, data analysis, powerbi","Experienced analyst with 9 years working with tableau, statistics, critical thinking",analyst,1
CAND_0936,10,associate,"r, creativity, problem solving, process modeling","Experienced business analyst with 10 years working with r, creativity, problem solving",business_analyst,0
CAND_0937,6,associate,"communication, wordpress, content writing, content strategy, seo, time management, social media","Experienced content creator with 6 years working with communication, wordpress, content writing",content_creator,1
CAND_0938,6,master,"api, sql, creativity, time management, php","Experienced backend developer with 6 years working with api, sql, creativity",backend_developer,1
CAND_0939,9,associate,"testing, ci/cd, leadership, creativity, quality assurance, time management","Experienced qa engineer with 9 years working with testing, ci/cd, leadership",qa_engineer,1
CAND_0940,0,phd,"adaptability, aws, terraform, azure","Experienced devops engineer with 0 years working with adaptability, aws, terraform",devops_engineer,0
CAND_0941,4,associate,"communication, a/b testing, wireframing, product management, analytics, time management, user research","Experienced product manager with 4 years working with communication, a/b testing, wireframing",product_manager,1
CAND_0942,2,master,"design, adobe creative suite, problem solving, color theory","Experienced graphic designer with 2 years working with design, adobe creative suite, problem solving",graphic_designer,1
CAND_0943,0,associate,"adaptability, critical thinking, social media, video editing, copywriting","Experienced content creator with 0 years working with adaptability, critical thinking, social media",content_creator,0
CAND_0944,0,high_school,"ui/ux, adaptability, problem solving, leadership, figma","Experienced designer with 0 years working with ui/ux, adaptability, problem solving",designer,0
CAND_0945,1,master,"ui/ux, prototyping, adaptability, design, adobe creative suite, creativity, sketch","Experienced ui ux designer with 1 years working with ui/ux, prototyping, adaptability",ui_ux_designer,1
CAND_0946,0,phd,"app store, critical thinking, problem solving, mobile, flutter","Experienced mobile developer with 0 years working with app store, critical thinking, problem solving",mobile_developer,1
CAND_0947,5,phd,"content writing, communication, video editing, leadership","Experienced content creator with 5 years working with content writing, communication, video editing",content_creator,1
CAND_0948,8,phd,"docker, teamwork, critical thinking, azure, c#, php","Experienced backend developer with 8 years working with docker, teamwork, critical thinking",backend_developer,0
CAND_0949,5,high_school,"angular, vue, problem solving, react, javascript, figma, html, css","Experienced frontend developer with 5 years working with angular, vue, problem solving",frontend_developer,1
CAND_0950,3,bachelor,"sass, teamwork, critical thinking, react, postgresql, time management, php","Experienced web developer with 3 years working with sass, teamwork, critical thinking",web_developer,0
CAND_0951,9,phd,"ui/ux, angular, responsive design, vue, critical thinking, leadership, creativity","Experienced frontend developer with 9 years working with ui/ux, angular, responsive design",frontend_developer,0
CAND_0952,6,master,"r, python, sql, excel, time management, powerbi","Experienced data analyst with 6 years working with r, python, sql",data_analyst,1
